GRUPO,FAMILIA,ESP,ESPECIE,AUTOR,NOMBREE,NOMBREI,A,B,LINF,K,T0,MED,INCREM,NODC,GT,APHIA
3,CUSPIDARIIDAE,192,Cuspidaria abbreviata,"(Forbes, 1843)",,,0.000000,0.000000,0.00,0.00,0.00,2,1,,0,
3,Epitoniidae,193,Epitonium trevelyanum,"(Johnston, 1841)",,,0.000000,0.000000,0.00,0.00,0.00,2,1,,0,
3,Poromyidae,194,Poromya granulata,,,,0.000000,0.000000,0.00,0.00,0.00,2,1,,0,
3,Buccinidae,195,Troschelia berniciensis,,,,0.000000,0.000000,0.00,0.00,0.00,2,1,,0,
3,Trochidae,196,Callumbonella suturalis,"(Philippi, 1836)",,,0.000000,0.000000,0.00,0.00,0.00,2,1,,0,
3,Drilliidae,197,Spirotropis monterosatoi,,,,0.000000,0.000000,0.00,0.00,0.00,2,1,,0,
3,Muricidae,198,Pagodula echinata,,,,0.000000,0.000000,0.00,0.00,0.00,2,1,,0,
3,,199,Pteropoda,,,,0.000000,0.000000,0.00,0.00,0.00,2,1,,0,
3,SEPIIDAE,200,Sepia sp.,,Sepias,,0.000000,0.000000,0.00,0.00,0.00,1,1,,16,
3,Cymbuliidae,201,Cymbulia peronii,"Blainville, 1818",,,0.000000,0.000000,0.00,0.00,0.00,2,1,,0,
3,,202,Teuthida,,,,0.000000,0.000000,0.00,0.00,0.00,2,1,,0,
3,Arcidae,203,Arca tetragona,"Poli, 1795",,,0.000000,0.000000,0.00,0.00,0.00,2,1,,0,
3,TROCHIIDAE,204,Margarites sp,,,,0.000000,0.000000,0.00,0.00,0.00,2,1,,0,
3,MYTILIDAE,205,Modiolus modiolus,"(Linnaeus, 1758)",,,0.000000,0.000000,0.00,0.00,0.00,2,1,,0,
3,Dentaliidae,206,Antalis agilis,,Colmillo de elefante,,0.000000,0.000000,0.00,0.00,0.00,2,1,,0,
3,MARGINELLIDAE,207,Granulina sp.,"Jousseaume,1888",,,0.000000,0.000000,0.00,0.00,0.00,2,1,,0,
3,Limopsidae,208,Limopsis aurita,"(Brocchi, 1814)",,,0.000000,0.000000,0.00,0.00,0.00,2,1,,0,
3,Semelidae,209,Abra longicallus,,,,0.000000,0.000000,0.00,0.00,0.00,2,1,,0,
3,LYONSIIDAE,210,Lyonsia formosa,"Jeffreys, 1882",,,0.000000,0.000000,0.00,0.00,0.00,2,1,,0,
3,CUSPIDARIIDAE,211,Cuspidaria sp,,,,0.000000,0.000000,0.00,0.00,0.00,2,1,,0,
3,Octopodidae,212,Macrotritopus defilippi,,Pulpo,,0.000000,0.000000,0.00,0.00,0.00,1,1,,0,
3,VERTICORDIIDAE,213,Polycordia gemma,"(Verrill, 1880)",,,0.000000,0.000000,0.00,0.00,0.00,2,1,,0,
3,,214,Prosobranchia,,prosobranquio,,0.000000,0.000000,0.00,0.00,0.00,2,1,,0,
3,LIMIDAE,215,Limaria sp,,,,0.000000,0.000000,0.00,0.00,0.00,2,1,,0,
3,Arcidae,216,Asperarca nodulosa,,,,0.000000,0.000000,0.00,0.00,0.00,2,1,,0,
3,Cranchiidae,217,Helicocranchia pfefferi,"Massy, 1907",,,0.000000,0.000000,0.00,0.00,0.00,2,1,,0,
3,NATICIDAE,218,Lunatia sp,,,,0.000000,0.000000,0.00,0.00,0.00,2,1,,0,
3,FISSURELLIDAE,219,Emarginula crassa,"Sowerby, 1813",,,0.000000,0.000000,0.00,0.00,0.00,2,1,,0,
3,Cardiidae,220,Acanthocardia paucicostata,"(G. B. Sowerby II, 1834)",,,0.000000,0.000000,0.00,0.00,0.00,2,1,,0,
3,Pinnidae,221,Pinna nobilis,"Linnaeus, 1758",,,0.000000,0.000000,0.00,0.00,0.00,2,1,,0,
3,OCTOPODIDAE,300,OCTOPODIDAE,,Pulpos,Octopuses,0.000000,0.000000,0.00,0.00,0.00,2,1,5708010000,16,
3,OMMASTREPHIDAE,400,OMMASTREPHIDAE,,Potas,,0.000000,0.000000,0.00,0.00,0.00,2,1,,15,
3,CARDIDAE,500,Cardiidae,,,,0.000000,0.000000,0.00,0.00,0.00,2,1,,20,
3,,501,Bivalvia,,,,0.000000,0.000000,0.00,0.00,0.00,2,1,,0,
3,TURRITELLIDAE,600,Turritella sp.,,,,0.000000,0.000000,0.00,0.00,0.00,2,1,,17,
3,TURRIDAE,601,Turridae,,,,0.000000,0.000000,0.00,0.00,0.00,2,1,,17,
3,LOLIGINIDAE,777,Loliginidae,"Lesueur,1821",Calamares,Squids,0.000000,0.000000,0.00,0.00,0.00,2,1,,15,
3,,222,Histioteuthis bonnellii,,,,0.000000,0.000000,0.00,0.00,0.00,2,1,,0,
3,,223,Montacutidae,,,,0.000000,0.000000,0.00,0.00,0.00,2,1,,0,
3,,224,Taonius pavo,,,,0.000000,0.000000,0.00,0.00,0.00,2,1,,0,
3,Veneridae,147,Venus nux,,,,0.000000,0.000000,0.00,0.00,0.00,2,1,,0,
3,NASSARIIDAE,225,Nassariidae,,,,0.000000,0.000000,0.00,0.00,0.00,2,1,,0,
3,VERTICORDIIDAE,226,Verticordia acuticostata,"Philippi, 1884",,,0.000000,0.000000,0.00,0.00,0.00,2,1,,0,
3,DORIDIDAE,310,Dorididae,,,,0.000000,0.000000,0.00,0.00,0.00,2,1,,0,
3,,227,Janthina sp.,,,,0.000000,0.000000,0.00,0.00,0.00,2,1,,0,
3,,228,Polyplacophora,,,,0.000000,0.000000,0.00,0.00,0.00,2,1,,0,
3,,229,Spondylus gussonii,,,,0.000000,0.000000,0.00,0.00,0.00,2,1,,0,
3,CUSPIDARIIDAE,230,Cuspidaria costellata,"(Deshayes, 1833)",,,0.000000,0.000000,0.00,0.00,0.00,2,1,,0,
3,,231,Trophon sp.,,,,0.000000,0.000000,0.00,0.00,0.00,2,1,,0,
3,,232,Arca sp.,,,,0.000000,0.000000,0.00,0.00,0.00,2,1,,0,
3,,233,Fissurellidae,,,,0.000000,0.000000,0.00,0.00,0.00,2,1,,0,
4,ASTERINIDAE,1,Anseropoda placenta,"(Pennant, 1777)",Pie de ganso,Goose-pied starfish,0.000000,0.000000,0.00,0.00,0.00,2,1,,20,
4,Asteronychidae,2,Asteronyx loveni,"M³ller & Troschel, 1842",,,0.000000,0.000000,0.00,0.00,0.00,2,1,,20,
4,Astropectinidae,3,Astropecten irregularis,"(Pennant, 1777)",,,0.000000,0.000000,0.00,0.00,0.00,2,1,8106010508,17,
4,Brisingidae,4,Hymenodiscus coronata,"G. O. Sars, 1872)",,,0.000000,0.000000,0.00,0.00,0.00,2,1,8118010203,20,
4,Brissidae,5,Brissopsis lyrifera,"(Forbes, 1841)",,,0.000000,0.000000,0.00,0.00,0.00,2,1,,20,
4,Chaetasteridae,6,Chaetaster longipes,"(Retzius, 1805)",,,0.000000,0.000000,0.00,0.00,0.00,2,1,,20,
4,Cidaridae,7,Cidaris cidaris,"(Linnaeus, 1758)",,,0.000000,0.000000,0.00,0.00,0.00,2,1,,20,
4,Echinidae,8,Gracilechinus acutus,"(Lamarck, 1816)",,,0.000000,0.000000,0.00,0.00,0.00,2,1,8149010201,20,
4,Echinidae,9,Echinus esculentus,"Linneaeus, 1758",,,0.000000,0.000000,0.00,0.00,0.00,2,1,,20,
4,Echinidae,10,Echinus melo,"Lamarck, 1816",,,0.000000,0.000000,0.00,0.00,0.00,2,1,8149010203,20,
4,Antedonidae,11,Leptometra celtica,"(M'Andrew & Barrett, 1858",,,0.000000,0.000000,0.00,0.00,0.00,2,1,,20,
4,Luidiidae,12,Luidia ciliaris,"(Philippi, 1837)",,,0.000000,0.000000,0.00,0.00,0.00,2,1,,17,
4,Luidiidae,13,Luidia sarsi,"D³ben & Koren, in D³ben,",,,0.000000,0.000000,0.00,0.00,0.00,2,1,,17,
4,Asteriidae,14,Marthasterias glacialis,"(Linnaeus, 1758)",Estrella de mar comú,Common starfish,0.000000,0.000000,0.00,0.00,0.00,2,1,,17,
4,Echinothuriidae,15,Phormosoma placenta,"Thomson, 1872",,,0.000000,0.000000,0.00,0.00,0.00,2,1,,20,
4,PORANIIDAE,16,Porania (Porania) pulvillus,"(O.F.Muller, 1776)",,,0.000000,0.000000,0.00,0.00,0.00,2,1,,20,
4,Astropectinidae,17,Psilaster andromeda,"(M³ller & Troschel, 1842)",,,0.000000,0.000000,0.00,0.00,0.00,2,1,,20,
4,Ophiuridae,18,Ophiura albida,"Forbes, 1839",Ofiuro pálido,,0.000000,0.000000,0.00,0.00,0.00,2,1,,20,
4,Ophiuridae,19,Ophiura ophiura,"(Linnaeus, 1758)",,,0.000000,0.000000,0.00,0.00,0.00,2,1,,20,
4,Parechinidae,20,Psammechinus miliaris,"(P.L.S. M³ller, 1771)",,,0.000000,0.000000,0.00,0.00,0.00,2,1,,20,
4,Asteriidae,21,Sclerasterias guernei,"Perrier, 1891",,,0.000000,0.000000,0.00,0.00,0.00,2,1,,20,
4,Stichasteridae,22,Stichastrella rosea,"O.F. M³ller, 1776)",,,0.000000,0.000000,0.00,0.00,0.00,2,1,,20,
4,Stichopodidae,23,Parastichopus regalis,"(Cuvier, 1817)",Cohombro de mar real,Gilding sea cucumber,0.000000,0.000000,0.00,0.00,0.00,2,1,8175020203,20,
4,Stichopodidae,24,Parastichopus tremulus,"(Gunnerus, 1767)",,,0.000000,0.000000,0.00,0.00,0.00,2,1,,20,
4,Astropectinidae,25,Tethyaster subinermis,"(Philippi, 1837)",,,0.000000,0.000000,0.00,0.00,0.00,2,1,,20,
4,Goniasteridae,26,Nymphaster arenatus,"(Perrier, 1881)",,,0.000000,0.000000,0.00,0.00,0.00,2,1,,20,
4,Spatangidae,27,Spatangus purpureus,"O.F. M³ller, 1776",,,0.000000,0.000000,0.00,0.00,0.00,2,1,8163020101,20,
4,Ophiotrichidae,28,Ophiothrix fragilis,"(Abildgaard, in O.F. M³ll",Of. de espinas finas,Spiny brittle-star,0.000000,0.000000,0.00,0.00,0.00,2,1,,20,
4,Amphiuridae,29,Amphiura chiajei,"Forbes, 1843",Ofiura,,0.000000,0.000000,0.00,0.00,0.00,2,1,,20,
4,Amphiuridae,30,Amphiura filiformis,"(O.F. M³ller, 1776)",Ofiura,,0.000000,0.000000,0.00,0.00,0.00,2,1,,20,
4,Cucumariidae,31,Leptopentacta tergestina,"(M. Sars, 1857)",,,0.000000,0.000000,0.00,0.00,0.00,2,1,,20,
4,Asteriidae,32,Coscinasterias tenuispina,"Lamarck, 1816)",,,0.000000,0.000000,0.00,0.00,0.00,2,1,,20,
4,Amphiuridae,33,Amphipholis squamata,"(Delle Chiaje, 1828)",Ofiura,,0.000000,0.000000,0.00,0.00,0.00,2,1,,20,
4,Toxopneustidae,34,Sphaerechinus granularis,"(Lamarck, 1816)",,,0.000000,0.000000,0.00,0.00,0.00,2,1,,20,
4,Echinocyamidae,35,Echinocyamus pusillus,"(M³ller, 1776)",,,0.000000,0.000000,0.00,0.00,0.00,2,1,,20,
4,HOLOTHURIIDAE,36,Holothuria forskali,"Delle Chiaje, 1823",,,0.000000,0.000000,0.00,0.00,0.00,2,1,,20,
4,PORANIIDAE,37,Porania hibrida,,,,0.000000,0.000000,0.00,0.00,0.00,2,1,,20,
4,Loveniidae,38,Echinocardium cordatum,"(Pennant, 1777)",Echinocardium,,0.000000,0.000000,0.00,0.00,0.00,2,1,,20,
4,Parechinidae,39,Paracentrotus lividus,"(Lamarck, 1816)",,,0.000000,0.000000,0.00,0.00,0.00,2,1,,20,
4,CUCUMARIIDAE,40,Trachythyone elongata,"(Duben-Koren, 1844)",,,0.000000,0.000000,0.00,0.00,0.00,2,1,,20,
4,Ophiuridae,41,Ophiocten sericeum,"(Forbes, 1852)",,,0.000000,0.000000,0.00,0.00,0.00,2,1,,20,
4,Laetmogonidae,42,Laetmogone violacea,"ThÚel, 1879",,,0.000000,0.000000,0.00,0.00,0.00,2,1,,20,
4,Antedonidae,43,Antedon bifida,"(Pennant, 1777)",,,0.000000,0.000000,0.00,0.00,0.00,2,1,,20,
4,Phyllophoridae,44,Thyone fusus,"(M³ller, 1776)",,,0.000000,0.000000,0.00,0.00,0.00,2,1,,20,
4,OPHIOTHRICHIDAE,45,Ophiothrix lutkeni,"Thompson, 1873",,,0.000000,0.000000,0.00,0.00,0.00,2,1,,20,
4,Loveniidae,46,Echinocardium flavescens,"(O.F. M³ller, 1776)",,,0.000000,0.000000,0.00,0.00,0.00,2,1,,20,
4,Brissidae,47,Brissopsis atlantica,"Mortensen, 1913",,,0.000000,0.000000,0.00,0.00,0.00,2,1,,20,
4,Diadematidae,48,Centrostephanus longispinus,"(Philippi, 1845)",,,0.000000,0.000000,0.00,0.00,0.00,2,1,,20,
4,HOLOTHURIIDAE,49,Holothuria polii,"Delle Chiaje, 1823",Cohomb. de mar pardo,Brown sea cucumber,0.000000,0.000000,0.00,0.00,0.00,2,1,,20,
4,Asteriidae,50,Asterias rubens,"Linnaeus, 1758",,,0.000000,0.000000,0.00,0.00,0.00,2,1,,17,
4,ASTROPECTINIDAE,52,Astropecten auranticus,"(Linnaeus, 1758)",Es. de arena naranja,Ocre hackled starfis,0.000000,0.000000,0.00,0.00,0.00,2,1,,17,
4,HOLOTHURIIDAE,58,Holothuria sanctori,"Delle Chiaje, 1823",,,0.000000,0.000000,0.00,0.00,0.00,2,1,,20,
4,STICHOPODIDAE,61,Stichopus palidus,,,,0.000000,0.000000,0.00,0.00,0.00,2,1,,20,
4,,63,Estergnenia adriatica,,,,0.000000,0.000000,0.00,0.00,0.00,2,1,,20,
4,ECHINASTERIDAE,65,Herincia sanguinolenta,"(O.F.Muller, 1776)",,,0.000000,0.000000,0.00,0.00,0.00,2,1,,0,
4,OPHIUROIDAE,66,Ophiura affinis,"Lütken, 1858",,,0.000000,0.000000,0.00,0.00,0.00,2,1,,0,
4,SYNAPTIDAE,68,Synaptidae,,,,0.000000,0.000000,0.00,0.00,0.00,2,1,,0,
4,Synaptidae,69,Leptosynapta inhaerens,,Cohombro de mar,,0.000000,0.000000,0.00,0.00,0.00,2,1,,0,
4,Synaptidae,71,Leptosynapta bergensis,"(Ístergren, 1905)",,,0.000000,0.000000,0.00,0.00,0.00,2,1,,0,
4,Goniasteridae,72,Peltaster placenta,"(M³ller & Troschel, 1842)",Estrella pentagonal,,0.000000,0.000000,0.00,0.00,0.00,2,1,,0,
4,PORANIIDAE,75,Pseudoporania stormii,"(Dons, 1936)",,,0.000000,0.000000,0.00,0.00,0.00,2,1,,0,
4,Benthopectinidae,76,Pontaster tenuispinus,"D³ben & Koren, 1846)",,,0.000000,0.000000,0.00,0.00,0.00,2,1,,0,
4,CUCUMARIIDAE,78,Ocnus sp,,,,0.000000,0.000000,0.00,0.00,0.00,2,1,,0,
4,Echinidae,79,Gracilechinus alexandri,,,,0.000000,0.000000,0.00,0.00,0.00,2,1,,0,
4,,100,Holothuroidea,,,,0.000000,0.000000,0.00,0.00,0.00,2,1,,20,
4,,104,Ophiuroidea,,,,0.000000,0.000000,0.00,0.00,0.00,2,1,,0,
4,STICHOPODIDAE,108,Stichopodidae,"Haeckel,1896",,,0.000000,0.000000,0.00,0.00,0.00,2,0,,0,
4,Echinasteridae,109,Echinaster sepositus,"(Retzius, 1783)",Estrella de mar roja,,0.000000,0.000000,0.00,0.00,0.00,2,1,,0,
4,Ophiocomidae,113,Ophiocomina nigra,"(Abildgaard, in O.F. M³ll",,,0.000000,0.000000,0.00,0.00,0.00,2,0,,0,
4,Ypsilothuriidae,114,Ypsilothuria talismani,,Holoturia,,0.000000,0.000000,0.00,0.00,0.00,2,1,,0,
4,LAETMOGONIDAE,119,Benthogone sp.,"Koehler, 1896",,,0.000000,0.000000,0.00,0.00,0.00,2,1,,0,
4,Zoroasteridae,120,Zoroaster fulgens,"Thomson, 1873",,,0.000000,0.000000,0.00,0.00,0.00,2,1,,0,
4,,121,Crinoidea,,,,0.000000,0.000000,0.00,0.00,0.00,2,1,,0,
4,Asterinidae,122,Asterina gibbosa,"(Pennant, 1777)",,,0.000000,0.000000,0.00,0.00,0.00,2,1,,0,
4,MOLPADONIDAE,200,Molpadonus sp.,,Holoturia,,0.000000,0.000000,0.00,0.00,0.00,2,1,,20,
4,Loveniidae,123,Echinocardium fenaux,,Erizo de mar,,0.000000,0.000000,0.00,0.00,0.00,2,1,,0,
4,LOVENIIDAE,201,Echinocardium sp.,,Erizo de mar,,0.000000,0.000000,0.00,0.00,0.00,2,1,,0,
4,,124,Odontaster mediterraneus,,,,0.000000,0.000000,0.00,0.00,0.00,2,1,,0,
4,,125,Pseudarchaster gracilis,,,,0.000000,0.000000,0.00,0.00,0.00,2,1,,0,
4,,126,Echinoidea,,,,0.000000,0.000000,0.00,0.00,0.00,2,1,,0,
4,,127,Echinoidea irregularia,,,,0.000000,0.000000,0.00,0.00,0.00,2,1,,0,
4,,128,Chondraster sp.,,,,0.000000,0.000000,0.00,0.00,0.00,2,1,,0,
4,,129,Luidia sp.,,,,0.000000,0.000000,0.00,0.00,0.00,2,1,,0,
4,,130,Ophidiaster ophidianus,,,,0.000000,0.000000,0.00,0.00,0.00,2,1,,0,
4,Laetmogonidae,131,Benthogone rosea,,,,0.000000,0.000000,0.00,0.00,0.00,2,1,,0,
4,Echinothuriidae,132,Araeosoma fenestratum,"(Thomson, 1872)",Erizo plano,,0.000000,0.000000,0.00,0.00,0.00,2,1,,0,
4,,136,Asteroidea,,,,0.000000,0.000000,0.00,0.00,0.00,2,1,,0,
4,Pseudarchasteridae,202,Pseudarchaster parelii,,,,0.000000,0.000000,0.00,0.00,0.00,2,1,,0,
4,PSOLIDAE,137,Psolus squamatus,"(Koren, 1844)",,,0.000000,0.000000,0.00,0.00,0.00,2,1,,0,
4,PORANIIDAE,138,Poraniomorpha sp.,,Estrella,,0.000000,0.000000,0.00,0.00,0.00,2,1,,0,
4,CUCUMARIIDAE,80,Cucumaria sp.,"Blainville,1830",,,0.000000,0.000000,0.00,0.00,0.00,2,1,,0,
4,ECHINOTHURIIDAE,139,Araeosoma sp.,"Mortensen,1903",,,0.000000,0.000000,0.00,0.00,0.00,2,1,,0,
4,ASTROPECTINIDAE,140,Astropecten sp.,"Gray,1840",,,0.000000,0.000000,0.00,0.00,0.00,2,1,,0,
4,,141,Psolus sp.,,,,0.000000,0.000000,0.00,0.00,0.00,2,1,,0,
4,MOLPADIIDAE,142,Molpadia sp.,"Cuvier, 1817",,,0.000000,0.000000,0.00,0.00,0.00,2,1,,0,
4,Echinothuriidae,143,Calveriosoma hystrix,,,,0.000000,0.000000,0.00,0.00,0.00,1,1,,0,
4,,144,Peltaster sp.,,,,0.000000,0.000000,0.00,0.00,0.00,1,1,,0,
4,,145,Henricia sp.,,,,0.000000,0.000000,0.00,0.00,0.00,1,1,,0,
5,VARIOS,1,Varios,,Varias especies,,0.000000,0.000000,0.00,0.00,0.00,2,1,,20,
5,Hormathiidae,2,Actinauge richardi,"(Marion, 1882)",Patata de mar,,0.000000,0.000000,0.00,0.00,0.00,2,1,3760040403,20,
5,Aphroditidae,3,Aphrodita aculeata,"Linnaeus, 1758",afrodita,sea mouse,0.000000,0.000000,0.00,0.00,0.00,2,1,,19,
5,ALCYONIIDAE,4,Alcyonium sp.,,Alcyonum,,0.000000,0.000000,0.00,0.00,0.00,2,1,,20,
5,Onuphidae,5,Hyalinoecia tubicola,"(O.F. M³ller, 1776)",Poliqueto pajita,,0.000000,0.000000,0.00,0.00,0.00,2,1,,19,
5,Pennatulidae,6,Pennatula rubra,"(Ellis, 1761)",Pennatula,,0.000000,0.000000,0.00,0.00,0.00,2,1,3754020104,20,
5,HIRUDINIDAE,7,Hirudinea,,Hirudineo,,0.000000,0.000000,0.00,0.00,0.00,2,1,,20,
5,,9,Porifera,,Esponjas,sponges,0.000000,0.000000,0.00,0.00,0.00,2,1,,20,
5,ALGAS,10,Algas,,Algas,Seaweeds,0.000000,0.000000,0.00,0.00,0.00,2,1,,23,
5,EPIZOANTHIDAE,11,Epizoanthus sp.,,Dedos de muerto,,0.000000,0.000000,0.00,0.00,0.00,2,1,,20,
5,ALCYONIDIIDAE,12,Alcyonidium sp.,,,,0.000000,0.000000,0.00,0.00,0.00,2,1,,20,
5,Alcyoniidae,13,Alcyonium digitatum,"Linnaeus, 1758",,,0.000000,0.000000,0.00,0.00,0.00,2,1,,20,
5,PENNATULIDAE,14,Pennatula sp.,,,,0.000000,0.000000,0.00,0.00,0.00,2,1,,20,
5,Funiculinidae,15,Funiculina quadrangularis,"(Pallas, 1766)",Funiculina,,0.000000,0.000000,0.00,0.00,0.00,2,1,,20,
5,Pelagiidae,16,Pelagia noctiluca,"(ForsskÕl, 1775)",,,0.000000,0.000000,0.00,0.00,0.00,2,1,,22,
5,Aglaopheniidae,17,Lytocarpia myriophyllum,"(Linnaeus, 1758)",,,0.000000,0.000000,0.00,0.00,0.00,2,1,,20,
5,Axinellidae,18,Phakellia ventilabrum,"(Linnaeus, 1767)",1,,0.000000,0.000000,0.00,0.00,0.00,2,1,,20,
5,PETROSIIDAE,19,Petrosia ficiformis,"(Poiret, 1789)",Esponja,,0.000000,0.000000,0.00,0.00,0.00,2,1,,20,
5,Tethydae,20,Tethya aurantium,"(Pallas, 1766)",,,0.000000,0.000000,0.00,0.00,0.00,2,1,,20,
5,Dendrophylliidae,21,Dendrophyllia ramea,"(Linnaeus, 1758)",Coral amarillo,,0.000000,0.000000,0.00,0.00,0.00,2,1,,20,
5,Ulmaridae,22,Aurelia aurita,"(Linnaeus, 1758)",,,0.000000,0.000000,0.00,0.00,0.00,2,1,,20,
5,PLUMULARIIDAE,23,Plumularia sp.,,,,0.000000,0.000000,0.00,0.00,0.00,2,1,,20,
5,PENNATULIDAE,24,Pteroeides griseum,"(Linnaeus, 1767)",,,0.000000,0.000000,0.00,0.00,0.00,2,1,,20,
5,Veretillidae,25,Veretillum cynomorium,"(Pallas, 1766)",Antozoo,,0.000000,0.000000,0.00,0.00,0.00,2,1,,20,
5,Sagartiidae,26,Cereus pedunculatus,"(Pennant, 1777)",,,0.000000,0.000000,0.00,0.00,0.00,2,1,,20,
5,Piscicolidae,27,Pontobdella muricata,"(Linneo, 1758)",Sanguijuela,,0.000000,0.000000,0.00,0.00,0.00,2,1,,20,
5,Hormathiidae,28,Calliactis parasitica,"(Couch, 1842)",Anémona del ermitaño,Hermit anemone,0.000000,0.000000,0.00,0.00,0.00,2,1,3760040102,20,
5,Caryophylliidae,29,Caryophyllia smithii,"Stokes & Broderip, 1828",Coralillo,,0.000000,0.000000,0.00,0.00,0.00,2,1,,20,
5,Diphyidae,30,Chelophyes appendiculata,"(Eschscholtz, 1829)",,,0.000000,0.000000,0.00,0.00,0.00,2,1,,20,
5,CORELLIDAE,31,Corella parallelogramma,"(Müller,)",,,0.000000,0.000000,0.00,0.00,0.00,2,1,,20,
5,Diazonidae,32,Diazona violacea,"Savigny,",,,0.000000,0.000000,0.00,0.00,0.00,2,1,,20,
5,SERTELLIDAE,33,Sertella beaniana,"(King,)",Briozoo,,0.000000,0.000000,0.00,0.00,0.00,2,1,,20,
5,SUBERITIDAE,34,Rhizaxinella pyrifera,"(Vosmaer, 1887)",,,0.000000,0.000000,0.00,0.00,0.00,2,1,,20,
5,AXINELLIDAE,35,Axinella polypoides,"Schmidt, 1862",,,0.000000,0.000000,0.00,0.00,0.00,2,1,,20,
5,Periphyllidae,36,Periphylla periphylla,,Medusa,,0.000000,0.000000,0.00,0.00,0.00,2,1,,20,
5,HIDROIDEA,37,Hydrozoa,,,,0.000000,0.000000,0.00,0.00,0.00,2,1,,20,
5,SIPUNCULIDAE,40,Sipuncula,,,,0.000000,0.000000,0.00,0.00,0.00,2,1,,20,
5,Actiniidae,41,Actiniaria sp.,,Actinia,,0.000000,0.000000,0.00,0.00,0.00,2,1,,0,
5,Gorgoniidae,42,Eunicella verrucosa,"(Pallas, 1766)",,,0.000000,0.000000,0.00,0.00,0.00,2,1,,20,
5,Epizoanthidae,44,Epizoanthus paguriphilus,,,,0.000000,0.000000,0.00,0.00,0.00,2,1,,20,
5,SALPIDAE,45,Salpidae,"Lahille,1888",Salpas,,0.000000,0.000000,0.00,0.00,0.00,2,1,,22,
5,,46,Polychaeta,,,,0.000000,0.000000,0.00,0.00,0.00,2,1,,20,
5,Aglaopheniidae,47,Aglaophenia elongata,,,,0.000000,0.000000,0.00,0.00,0.00,2,1,,20,
5,,48,Brachiopoda,,,,0.000000,0.000000,0.00,0.00,0.00,2,1,,20,
5,,51,Ascidiacea,,Ascidias,sea squirts,0.000000,0.000000,0.00,0.00,0.00,2,1,,20,
5,SCYPHOZOA,53,Scyphozoa,"Götte, 1887",Medusa,,0.000000,0.000000,0.00,0.00,0.00,2,1,,22,
5,Aglaopheniidae,54,Aglaophenia pluma,"(Linnaeus, 1758)",Pluma,,0.000000,0.000000,0.00,0.00,0.00,2,1,,0,
5,Rhizostomatidae,55,Rhizostoma pulmo,"(Macri, 1778)",,,0.000000,0.000000,0.00,0.00,0.00,2,1,,20,
5,Pectinariidae,56,Lagis koreni,"Malmgren, 1866",,,0.000000,0.000000,0.00,0.00,0.00,2,1,,20,
5,,61,Priapulida,,Priapúlidos,priapulids,0.000000,0.000000,0.00,0.00,0.00,2,1,,20,
5,Primnoidae,64,Callogorgia verticillata,"(Pallas, 1766)",Callo de Jorge,,0.000000,0.000000,0.00,0.00,0.00,2,1,,20,
5,PYURIDAE,67,Pyura tesselatta,"(Forbes,)",,,0.000000,0.000000,0.00,0.00,0.00,2,1,,20,
5,Terebratulidae,68,Gryphus vitreus,,,,0.000000,0.000000,0.00,0.00,0.00,2,1,,0,
5,Aphroditidae,72,Laetmonice filicornis,"Kinberg, 1856",Gusana,,0.000000,0.000000,0.00,0.00,0.00,2,1,,0,
5,CLIONIIDAE,73,Cliona celata,"Grant, 1826",,boring sponge,0.000000,0.000000,0.00,0.00,0.00,2,1,,0,
5,Sabellidae,74,Pseudopotamilla reniformis,"(BrugiÞre, 1789)",,,0.000000,0.000000,0.00,0.00,0.00,2,1,,0,
5,GEODIIDAE,76,Geodia sp.,"Lamarck,1815",,,0.000000,0.000000,0.00,0.00,0.00,2,1,,0,
5,Serpulidae,77,Serpula vermicularis,,,,0.000000,0.000000,0.00,0.00,0.00,2,1,,0,
5,HORMATHIIDAE,78,Adamsia carciniopados,"(Otto, 1823)",,,0.000000,0.000000,0.00,0.00,0.00,2,1,,0,
5,Plumulariidae,79,Nemertesia ramosa,"(Lamarck, 1816)",Pluma,,0.000000,0.000000,0.00,0.00,0.00,2,1,,0,
5,EUNICIDAE,80,Eunice sp.,,,,0.000000,0.000000,0.00,0.00,0.00,2,1,,0,
5,Glyceridae,81,Glycera rouxii,"Audouin & Milne-Edwards,",Gusana,,0.000000,0.000000,0.00,0.00,0.00,2,1,,0,
5,PLUMULARIIDAE,82,Plumulariidae,"Agassiz,1862",,,0.000000,0.000000,0.00,0.00,0.00,2,1,,0,
5,Schizopathidae,83,Bathypathes patula,,,,0.000000,0.000000,0.00,0.00,0.00,2,1,,0,
5,Sertulariidae,84,Sertularella polyzonias,"(Linnaeus, 1758)",Pluma,,0.000000,0.000000,0.00,0.00,0.00,2,1,,0,
5,SUBERITIDAE,85,Suberites sp.,,,,0.000000,0.000000,0.00,0.00,0.00,2,1,,0,
5,SERTULARIIDAE,86,Sertularella sp.,,,,0.000000,0.000000,0.00,0.00,0.00,2,1,,0,
5,Amphinomidae,87,Chloeia venusta,"Quatrefages, 1865",Gusana,Worm,0.000000,0.000000,0.00,0.00,0.00,2,1,,0,
5,Aglaopheniidae,88,Aglaophenia kirchenpaueri,"(Heller, 1868)",Pluma,,0.000000,0.000000,0.00,0.00,0.00,2,1,,0,
5,SYCETTIDAE,89,Sycon ciliatum,"(Fabricius, 1870)",,,0.000000,0.000000,0.00,0.00,0.00,2,1,,0,
